Plot,Plot_Size,Stem_Inference_Area_for_Saplings,Stem_Inference_Area_for_Trees,MinimumTreeSize,TreeData,PlotTotalDensity,PlotTotalBA,Tree data complete,Physiognomy,Tree Cover,Tree Height,Tree Leaf Type,Tree Phenology,Shrub Cover,Shrub Height,Shrub Leaf Type,Shrub Phenology,Herb Cover,Herb Height,Herb Life Form,Herb Growth Habit,Bryophyte Cover,Bryophyte Life Form,Elevation,Aspect,Slope,CEC,pH,OM,N,S,P,Ca,Mg,CaMgRatio,K,Na,B,Fe,Mn,Cu,Zn,Al,Base Saturation,FertilityIndex,Latitude,Longitude,UTMN,UTME,UTM Zone,Location Method,Estimated Accuracy
PAMR045,400,400,400,,Yes,3100,56.85371665,TRUE,Forest,80,34,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,20,,Graminoid,Perennial Herb,,,20,22,1,18.19000053,4.400000095,4.630000114,96,30,12,227,69,3.289855003,51,13,0.25,184,153,8.680000305,14.52999973,660,10.43000031,1.897217035,374723.82,772045.456,4185102,293430,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR046,400,400,400,,Yes,1700,54.41403428,TRUE,Forest,90,,Broad - leaved,Deciduous,10,,Broad - leaved,Evergreen,1,,Woody Seedling,Deciduous Woody,,,10,155,1,14.02000046,4.699999809,4.920000076,99,25,67,189,27,7,64,10,0.379999995,129,16,0.720000029,1.480000019,887,9.819999695,1.376764059,373637.8,770159.736,4164545,320535,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR047,100,100,100,,Yes,700,40.12237891,TRUE,Woodland,30,14,Broad - leaved,Deciduous,5,,Broad - leaved,Evergreen,60,,Forb,Perennial Herb,,,8,74,1,9.199999809,5.099999905,8.319999695,117,66,22,715,164,4.359755993,23,19,0.460000008,121,2,0.74000001,3.269999981,258,55.25999832,5.083920002,373629.124,770200.852,4164278,320502,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR050,400,400,400,,Yes,6425,40.22585555,TRUE,Woodland,30,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,100,,Forb,Perennial Herb,,,0,flat,,14.68999958,5.400000095,46.52000046,130,118,44,1029,390,2.63846159,125,148,0.649999976,307,47,2.390000105,16.81999969,379,63.70000076,9.35752964,373442.924,770053.748,4160969,322078,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR051,400,400,400,,Yes,9175,35.11960807,TRUE,Woodland,40,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,80,,Forb,Perennial Herb,,,2,flat,,10.60999966,4.800000191,54.36000061,130,74,27,609,160,3.806250095,69,167,0.74000001,459,61,1.039999962,8.850000381,197,49.77999878,5.281658173,373439.432,770051.372,4160860,322134,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR052,400,400,400,,Yes,8550,33.86012468,TRUE,Woodland,40,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,90,,Forb,Perennial Herb,,,2,flat,,11.68000031,4.900000095,49.88999939,130,183,21,950,148,6.418919086,64,46,0.610000014,335,47,1.75999999,16.92000008,260,54.34000015,6.346911907,373744.868,770700.516,4166775,313207,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR055,400,400,400,,Yes,5100,37.2863851,TRUE,Forest,80,37,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,20,,Woody Seedling,Deciduous Woody,,,14,72,4,8.659999847,4.699999809,3.299999952,83,19,27,299,56,5.339285851,43,9,0.209999993,70,39,0.699999988,1.370000005,313,24.37000084,2.110441923,373918.9,770334.596,4169561,318318,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR056,400,400,400,,Yes,3025,1.791316483,TRUE,Woodland,10,,Broad - leaved,Deciduous,35,,Broad - leaved,Deciduous,50,,Mixed,Perennial Herb,,,12,flat,,18.30999947,4.400000095,17.37999916,129,75,35,764,48,15.91666698,46,27,0.5,442,36,0.730000019,6.289999962,537,24.31999969,4.452991962,373914.508,770332.256,4169425,318373,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR057,400,400,400,,Yes,8650,48.53738975,TRUE,Woodland,50,,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,95,,Forb,Perennial Herb,,,0,flat,,,,,,,,,,,,,,,,,,,,,373510.644,770126.076,4161841,321302,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR058,400,400,400,,Yes,3850,48.92062469,TRUE,Woodland,25,20,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,90,,Mixed,Perennial Herb,,,0,flat,,,,,,,,,,,,,,,,,,,,,373511.688,770132.34,4161875,321150,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR059,400,400,400,,Yes,3150,37.13554996,TRUE,Woodland,30,24,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,90,,Mixed,Perennial Herb,,,6,flat,,,,,,,,,,,,,,,,,,,,,373319.908,765530.792,4158244,329947,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR062,400,400,400,,Yes,1525,39.10750882,TRUE,Forest,75,,Broad - leaved,Deciduous,1,,Broad - leaved,Deciduous,50,,Graminoid,Perennial Herb,,,2,flat,,,,,,,,,,,,,,,,,,,,,373844.16,770703.288,4168604,313180,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR063,400,400,400,,Yes,3325,54.1160733,TRUE,Forest,80,37,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,1,,Mixed,Perennial Herb,,,14,336,1,12.32999992,4.400000095,5.090000153,100,22,14,75,45,1.666666627,46,10,0.289999992,158,77,0.99000001,2.579999924,536,7.389999866,0.911186993,374421.984,771955.596,4179466,294511,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR064,400,400,400,,Yes,3175,16.3451764,TRUE,Forest,70,,Broad - leaved,Deciduous,45,,Broad - leaved,Deciduous,90,,Forb,Perennial Herb,,,12,100,3,16.12999916,5.199999809,10.27000046,125,120,22,1158,283,4.091872692,47,22,0.379999995,239,18,2.460000038,5.630000114,462,51.86000061,8.365017891,374414.46,771953.4,4179233,294559,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR065,400,400,400,,Yes,2775,31.87748519,TRUE,Forest,90,,Broad - leaved,Deciduous,50,,Broad - leaved,Mixed Deciduous,5,,Pteridophyte,Perennial Herb,,,12,8,33,13.34000015,4.400000095,4.110000134,91,21,9,51,35,1.45714283,43,10,0.330000013,190,5,0.959999979,1.139999986,847,5.260000229,0.701683998,374412.588,771953.04,4179175,294566,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR066,400,400,400,,Yes,2325,33.04898509,TRUE,Forest,90,,Broad - leaved,Deciduous,10,,Broad - leaved,Mixed Deciduous,1,,Mixed,Deciduous Woody,,,17,flat,,5.880000114,4.099999905,2.529999971,71,21,10,37,27,1.370370388,32,13,0.209999993,160,22,1.070000052,1.25,512,9.340000153,0.549192011,374411.904,771956.46,4179156,294481,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR067,400,400,400,,Yes,6750,29.97729299,TRUE,Forest,60,23,Broad - leaved,Deciduous,10,,Broad - leaved,Mixed Evergreen,30,,Graminoid,Perennial Herb,,,3,flat,,19.15999985,4,5.320000172,102,36,30,191,59,3.237288237,62,10,0.379999995,179,49,0.800000012,2.200000048,668,8.609999657,1.649675965,374258.824,771354.696,4176687,303284,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR068,400,400,400,,Yes,2700,34.15777075,TRUE,Forest,75,38,Broad - leaved,Deciduous,30,,Broad - leaved,Mixed Deciduous,1,,Mixed,Perennial Herb,,,16,0,1,17.80999947,4.300000191,5.170000076,101,31,25,180,52,3.461538553,56,10,0.460000008,158,46,0.720000029,1.919999957,594,8.529999733,1.519193053,374558.788,772030.876,4182472,293721,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR069,400,400,400,,Yes,6225,36.97554392,TRUE,Woodland,50,23,Broad - leaved,Deciduous,40,,Broad - leaved,Mixed Deciduous,50,,Forb,Perennial Herb,,,0,flat,,,,,,,,,,,,,,,,,,,,,373311.52,765840.584,4158082,325284,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR070,400,400,400,,Yes,7925,36.72598327,TRUE,Forest,60,21,Broad - leaved,Deciduous,20,,Broad - leaved,Deciduous,50,,Forb,Perennial Herb,,,1,flat,,19.61000061,4.199999809,39.90999985,130,473,13,641,378,1.695767164,99,364,0.460000008,156,68,2.769999981,19.20999908,338,41.75999832,8.189135551,373312.852,765843.896,4158125,325204,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR071,400,400,400,,Yes,1650,30.59981968,TRUE,Forest,80,26,Broad - leaved,Deciduous,10,,Broad - leaved,Mixed Evergreen,1,,Mixed,Perennial Herb,,,22,140,31,11.18999958,4.400000095,2.230000019,65,25,21,103,33,3.121212006,52,14,0.400000006,212,42,1.210000038,2.460000038,722,8.789999962,0.983600974,374553.424,772016.548,4182298,294068,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR073,400,400,400,,Yes,2025,51.16572571,TRUE,Forest,80,30,Broad - leaved,Deciduous,15,,Broad - leaved,Mixed Evergreen,5,,Woody Seedling,Deciduous Woody,,,19,323,2,9.159999847,4.400000095,5.670000076,103,24,17,339,87,3.896551609,57,11,0.25,147,117,4.400000095,14.19999981,662,28.53000069,2.613348007,374557.276,772010.824,4182413,294211,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR074,400,400,400,,Yes,2225,25.85344183,TRUE,Forest,60,33,Broad - leaved,Deciduous,30,,Broad - leaved,Deciduous,80,,Graminoid,Perennial Herb,,,18,flat,,16.76000023,4.300000191,7.110000134,111,26,29,384,92,4.173913002,56,17,0.25,127,46,3.119999886,11.05000019,949,17.32999992,2.904508114,374601.02,772010.5,4182528,294222,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR076,100,100,100,,Yes,18000,19.97299004,TRUE,Shrubland / Sparse Shrubland,,,,,75,2,Broad - leaved,Deciduous,20,,Forb,Perennial Herb,,,4,90,1,21.70999908,4,4.940000057,99,75,54,556,137,4.058393955,71,22,0.460000008,327,97,10.92000008,27.01000023,998,19.35000038,4.200884819,374259.904,771350.448,4176718,303388,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR077,100,100,100,,Yes,15500,16.12595246,TRUE,Shrubland / Sparse Shrubland,,,,,80,2,Broad - leaved,Deciduous,10,,Forb,Perennial Herb,,,4,180,1,22.62999916,3.5,12.72999954,126,95,51,542,116,4.672413826,62,16,0.409999996,328,77,7.440000057,32.15999985,646,17.26000023,3.90593791,374307.284,771355.704,4176949,303266,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR078,400,400,400,,Yes,2325,51.41632539,TRUE,Forest,75,36,Broad - leaved,Deciduous,20,,Broad - leaved,Mixed Deciduous,5,,Mixed,Perennial Herb,,,19,flat,,8.180000305,4.800000191,2.380000114,68,30,170,237,28,8.464285851,60,13,0.209999993,129,147,1.070000052,2.619999886,1320,19.90999985,1.628638029,374553.568,772019.608,4182304,293993,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR079,400,400,400,,Yes,2775,33.03496673,TRUE,Forest,70,29,Broad - leaved,Mixed Evergreen,,,Broad - leaved,Mixed Deciduous,20,,Woody Seedling,Deciduous Woody,,,19,flat,,18.60000038,4.300000191,6.460000038,107,33,17,133,28,4.75,46,16,0.230000004,188,14,1.830000043,2.069999933,1021,5.829999924,1.084380031,374603.18,772010.5,4182595,294223,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR081,400,400,400,,Yes,575,27.20311042,TRUE,Forest,65,35,Broad - leaved,Deciduous,5,,Broad - leaved,Deciduous,5,,Mixed,Deciduous Woody,,,22,120,1,13.35000038,4.300000191,5.920000076,105,30,15,392,121,3.239669323,47,13,0.330000013,233,40,6.050000191,11.78999996,662,23.54999924,3.143924952,374724.828,772056.112,4185139,293170,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR083,400,400,400,,Yes,6250,45.71957978,TRUE,Forest,,32,,,,,,,,,,,,,6,flat,,10.51000023,4.300000191,4.590000153,96,54,25,335,95,3.526315689,50,34,0.419999987,361,13,1.75,3.700000048,408,26.10000038,2.743109941,374425.62,771948.9,4179574,294677,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR084,100,100,100,,Yes,200,0.003926991,TRUE,Herbaceous,,,,,,,,,95,1.5,Mixed,Perennial Herb,,,5,flat,,14.31000042,4.300000191,13.55000019,127,65,31,379,88,4.306818008,35,39,0.670000017,507,29,1.620000005,8.93999958,536,20.17000008,2.886327028,374425.404,771943.248,4179565,294815,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR086,400,400,400,,Yes,7375,50.86230572,TRUE,Forest,90,45,Broad - leaved,Deciduous,70,,Broad - leaved,Deciduous,40,,Mixed,Perennial Herb,,,6,flat,,13.56999969,4.599999905,5.78000021,104,34,22,788,190,4.147368431,81,17,0.360000014,151,192,10.15999985,30.54000092,630,42.77000046,5.803888798,374427.24,771917.94,4179605,295436,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR087,400,400,400,,Yes,2275,36.12138519,TRUE,Forest,85,,Broad - leaved,Deciduous,25,,Broad - leaved,Mixed Deciduous,1,,Woody Seedling,Deciduous Woody,,,60,120,23,6.309999943,4.699999809,3.49000001,85,25,26,95,28,3.392857075,76,18,0.330000013,251,4,0.720000029,1.710000038,271,15.56000042,0.981836021,374837.692,772153.568,4187421,291822,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR088,400,400,400,,Yes,2200,28.07537324,TRUE,Forest,70,23,Broad - leaved,Mixed Deciduous,40,,Broad - leaved,Deciduous,25,,Ericad,Deciduous Woody,,,60,264,1,11.85999966,4.199999809,2.519999981,70,23,11,46,11,4.181818008,23,13,0.230000004,209,1,0.460000008,0.899999976,656,3.690000057,0.437633991,374838.412,772155.116,4187444,291785,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR089,100,100,100,,Yes,300,0.512236655,TRUE,Herbaceous with sparse shrub layer,,,,,,,,,50,,Forb,Annual Herb,,,25,180,1,1.529999971,5.300000191,0.100000001,4,14,21,207,43,4.8139534,20,19,0.370000005,227,34,0.980000019,3.309999943,196,99.81999969,1.527245998,374740.128,772108.316,4185619,292884,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR090,400,400,400,,Yes,6875,54.80626118,TRUE,Forest,90,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,10,,Mixed,Perennial Herb,,,36,172,1,17.29999924,4.699999809,6.809999943,109,29,48,889,119,7.470588207,155,11,0.419999987,213,75,1.559999943,6.590000153,841,34,5.881999969,374808.676,772052.332,4186489,293297,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR091,400,400,400,,Yes,7825,27.89936504,TRUE,Forest,70,,Broad - leaved,Deciduous,60,,Broad - leaved,Deciduous,40,,Mixed,Perennial Herb,,,45,202,16,20.29999924,3.799999952,5.179999828,101,51,48,420,56,7.5,64,14,0.340000004,240,114,1.049999952,3.859999895,881,13.75,2.79124999,374814.976,772038.112,4186675,293649,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR120,400,400,400,,Yes,3025,18.96510753,TRUE,Woodland,,,Broad - leaved,Deciduous,,,Broad - leaved,Deciduous,,,Forb,Perennial Herb,,,4,flat,,23.05999947,5.400000095,43.04999924,130,156,46,1148,718,1.598885775,172,1281,0.980000019,395,169,2.299999952,17.37000084,491,76.90000153,17.73314095,373335.856,765902.832,4158843,324754,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR125,400,400,400,,Yes,3725,34.02164186,TRUE,Woodland,30,,Broad - leaved,Deciduous,75,,Broad - leaved,Mixed Deciduous,25,,Mixed,Perennial Herb,15,,6,flat,,47.70999908,5.5,58.84000015,130,1183,35,1880,1673,1.123729825,236,3680,2.049999952,204,70,2.309999943,17.59000015,533,83.73000336,39.94758224,373408.436,765353.16,4159691,332374,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR126,400,400,400,,Yes,3400,20.11339894,TRUE,Woodland,20,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,80,,Graminoid,Annual Herb,,,10,flat,,36.47999954,4.699999809,23.14999962,130,1095,35,1086,1017,1.067846656,178,2461,1.090000033,220,57,2.019999981,18.05999947,394,68.69000244,25.05811119,373409.912,765403.384,4159742,332123,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR136,400,400,400,,Yes,9425,42.70836132,TRUE,Woodland,50,15,Broad - leaved,Deciduous,40,,Broad - leaved,Mixed Deciduous,35,,Graminoid,Perennial Herb,2,,1,flat,,19.95000076,4.599999905,60,130,120,23,462,366,1.262295127,125,655,0.709999979,198,20,1.409999967,7.010000229,222,42.75,8.528624535,373235.484,765822.476,4156962,325706,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR137,400,40,400,,Yes,21825,52.32744673,TRUE,Forest,60,27,Needle - leaved,Deciduous,30,,Broad - leaved,Mixed Deciduous,35,,Graminoid,Perennial Herb,3,Bryophyte,0,flat,,17.88999939,5.099999905,59.24000168,130,124,39,1693,485,3.490721703,135,212,0.819999993,469,272,1.320000052,7.980000019,231,76.98999786,13.77351093,373504.164,770310.188,4161696,318745,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR142,400,400,400,,Yes,3950,1.719707835,TRUE,Shrubland / Sparse Shrubland,,,,,,,Broad - leaved,Deciduous,,,Graminoid,Perennial Herb,,,0,flat,,15.71000004,5,31.20000076,130,139,27,703,360,1.952777743,129,253,0.709999979,542,106,1.419999957,20.27000046,329,50.58000183,7.946117878,373441.016,765924.468,4160863,324266,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR149,400,400,400,,Yes,1650,10.68168998,TRUE,Woodland,15,20,Broad - leaved,Deciduous,10,3,Broad - leaved,Deciduous,95,,Forb,Perennial Herb,,,0,flat,,21.79000092,4.699999809,38.27999878,130,140,24,851,275,3.094545364,86,269,0.600000024,486,35,1.980000019,18.97999954,463,36.43000031,7.938097,373510.032,770135.724,4161826,321066,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR153,400,400,400,,Yes,5575,40.90169166,TRUE,Forest,90,37,Broad - leaved,Deciduous,90,,Broad - leaved,Deciduous,70,,Forb,Perennial Herb,,,43,34,20,14.56999969,4.900000095,5.159999847,101,23,61,1070,134,7.98507452,108,14,0.409999996,229,90,0.75,4.46999979,779,46.70000076,6.804190159,374752.98,772109.54,4186016,292864,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR154,400,400,400,,Yes,3350,19.5762849,TRUE,Forest,,,Broad - leaved,Deciduous,,,Broad - leaved,Mixed Deciduous,,,Mixed,Perennial Herb,,,28,flat,,22.54000092,4.800000191,9.979999542,125,41,31,1627,306,5.316993237,119,29,0.680000007,287,164,8.239999771,41.70000076,756,49.33000183,11.11898232,374745.456,772109.18,4185784,292867,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR155,100,100,100,,Yes,2400,0.344475634,TRUE,Shrubland / Sparse Shrubland,,,,,,,Broad - leaved,Deciduous,,,Forb,,,,2,flat,,17.30999947,3.799999952,5.679999828,103,44,37,827,160,5.168749809,116,29,0.910000026,773,224,3.390000105,37.81000137,633,34.02999878,5.890593052,374101.644,771100.024,4172975,307476,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR157,400,400,400,,Yes,7125,42.54319328,TRUE,Woodland,,,Broad - leaved,Mixed Deciduous,,,Broad - leaved,Mixed Evergreen,,,Mixed,Perennial Herb,20,,0,flat,,23.36000061,4.800000191,10.94999981,125,266,40,1120,652,1.717791438,119,418,1,486,42,2.25,8.800000191,490,56.33000183,13.15868759,373252.656,765244.94,4157321,334001,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR158,400,400,400,,Yes,3675,38.36022197,TRUE,Forest,60,35,Broad - leaved,Deciduous,15,,Broad - leaved,Mixed Deciduous,,,Mixed,Perennial Herb,1,,9,flat,,13.56999969,4.099999905,2.75999999,75,197,153,268,66,4.060606003,69,18,0.829999983,637,209,0.649999976,5.449999809,905,15.84000015,2.149487972,373655.728,770949.86,4165355,309020,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR160,400,400,400,,Yes,14550,8.806453528,TRUE,Woodland,,,Broad - leaved,Deciduous,,,Broad - leaved,Mixed Deciduous,,,Forb,Perennial Herb,10,Bryophyte,12,flat,,8.56000042,4.300000191,2.779999971,76,361,133,253,45,5.622222424,96,30,1.070000052,867,10,0.629999995,7.039999962,752,23.5,2.011600018,373655.44,770927.36,4165333,309572,18,GPS,Confident computed pos. within 25 m of true pos.
PAMR161,100,100,100,,Yes,300,1.960825086,TRUE,Herbaceous with sparse tree layer,,,,,,,,,,,Mixed,Perennial Herb,,,9,flat,,9.710000038,5.300000191,2.220000029,64,561,191,1263,138,9.152173996,172,30,1.059999943,550,40,0.660000026,9.890000343,1039,82.73999786,8.034053802,373700.876,770959.508,4165518,308787,18,GPS,Confident computed pos. within 25 m of true pos.
PARR001P,1000,1000,1000,,Yes,630,33.04054559,TRUE,Forest,40,25,Needle - leaved,Evergreen,2,4,Broad - leaved,Evergreen,10,0.1-0.2,Graminoid,Perennial Herb,,,3,flat,,,,,,,,,,,,,,,,,,,,,373301.7604,753733.78,4156127,444700,18,GPS,Confident computed pos. 25-100m from true pos.
PARR002P,100,100,100,,Yes,300,0.888049722,TRUE,Herbaceous with sparse tree layer,5,19,Broad - leaved,Mixed Deciduous,5,4,Needle - leaved,Evergreen,20,<0.5,Mixed,Perennial Herb,,,1,flat,,,,,,,,,,,,,,,,,,,,,373245.2688,753801.5288,4155623,444016,18,GPS,Confident computed pos. 25-100m from true pos.
PATR002,100,100,100,,Yes,2000,2.009048451,TRUE,Shrubland / Sparse Shrubland,,,,,15,,Needle - leaved,Mixed Evergreen,20,,Graminoid,Perennial Herb,90,,325,317,27,20.07999992,4.800000191,14.31999969,127,49,39,1221,257,4.750972748,141,12,0.610000014,182,101,4.789999962,5.159999847,806,43.13000107,8.660504341,364943.212,800705.232,4076229,578642,17,GPS,Confident computed pos. within 25 m of true pos.
PATR003,400,400,400,,Yes,1575,69.08615499,TRUE,Forest,80,,Broad - leaved,Deciduous,15,,Broad - leaved,Evergreen,10,,Mixed,Perennial Herb,1,,379,10,12,12.73999977,4.199999809,5.150000095,101,35,19,129,53,2.433962345,73,10,0.529999971,158,34,1.5,2.069999933,902,10.35999966,1.319864035,364650.736,800626.28,4070923,579658,17,GPS,Confident computed pos. within 25 m of true pos.
PATR004,400,400,400,,Yes,3600,30.1586815,TRUE,Forest,50,,Broad - leaved,Mixed Deciduous,40,,Broad - leaved,Mixed Deciduous,40,,Ericad,Deciduous Woody,,,450,244,8,12.14999962,4.099999905,4.599999905,96,44,12,65,28,2.321428537,50,11,0.579999983,234,4,1.220000029,1.399999976,1000,6.010000229,0.730215013,364649.368,800606.048,4070886,580159,17,GPS,Confident computed pos. within 25 m of true pos.
PATR005,100,100,100,,Yes,900,2.23367244,TRUE,Herbaceous with sparse tree layer,,,,,,,,,,,,,,,313,flat,0,19.04000092,5.099999905,31.04999924,130,59,38,1291,108,11.95370388,71,19,0.709999979,555,101,1.429999948,7.920000076,749,40.02000046,7.619808197,364837.044,800707.788,4074190,578599,17,GPS,Confident computed pos. within 25 m of true pos.
PATR007,100,100,100,,Yes,1200,1.002325132,TRUE,Shrubland / Sparse Shrubland,,,,,,5,Broad - leaved,Deciduous,,,Mixed,Perennial Herb,,,334,300,35,,,,,,,,,,,,,,,,,,,,365018.384,800639.06,4077319,579281,17,GPS,Confident computed pos. within 25 m of true pos.
PATR008,100,100,100,,Yes,1900,12.42476331,TRUE,Woodland,,,,,,,,,,,,,,,307,290,27,16.87000084,4.5,17.10000038,129,59,73,659,215,3.065116167,111,18,0.610000014,219,225,3.720000029,4.289999962,1006,32.31000137,5.450696945,365029.436,800636.864,4077660,579332,17,GPS,Confident computed pos. within 25 m of true pos.
PATR009,400,400,400,,Yes,3700,6.550299265,TRUE,Shrubland / Sparse Shrubland,25,,Needle - leaved,Mixed Evergreen,,,,,,,Graminoid,Perennial Herb,,Lichen,300,300,38,13.71000004,4.900000095,5.630000114,103,34,14,501,98,5.112245083,55,11,0.680000007,198,30,3.539999962,1.809999943,1032,25.59000015,3.508388996,365044.04426,800618.880884,4078114,579774,17,GPS,Confident computed pos. within 10 m of true pos.
PEDL001P,1000,1000,1000,,Yes,1170,39.9608627,TRUE,Forest,80,31,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,20,<<1,Woody Seedling,Deciduous Woody,1,Bryophyte,543,90,8,9.829999924,6.099999905,4.619999886,96,26,9,1622,156,10.39743614,144,12,0.639999986,100,388,1.820000052,3.450000048,556,100,9.829999924,371330.0684,801408.7288,4120108,567799,17,GPS,Confident computed pos. within 25 m of true pos.
PEDL002P,1000,1000,1000,,Yes,1920,24.81556619,TRUE,Forest,50,,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,5,,Woody Seedling,Deciduous Woody,1,Bryophyte,530,190,17,19.65999985,6.800000191,7.539999962,113,23,11,2931,550,5.329091072,148,9,1.179999948,60,242,2.529999971,3.779999971,490,100,19.65999985,371326.1804,801413.1208,4119988,567692,17,GPS,Confident computed pos. within 25 m of true pos.
PEDL003P,1000,1000,1000,,Yes,1220,24.91172961,TRUE,Forest,70,,Broad - leaved,Deciduous,15,,Broad - leaved,Deciduous,50,<1,Forb,Perennial Herb,2,Mixed,490,130,24,23.42000008,7.300000191,10.85000038,125,28,11,3348,718,4.662952423,256,10,1.75,40,333,3.140000105,14.11999989,448,100,23.42000008,371321.4284,801406.7488,4119843,567850,17,GPS,Confident computed pos. within 25 m of true pos.
PEDL004P,400,400,400,,Yes,5600,7.183467528,TRUE,Woodland,20,,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,60,,Mixed,Perennial Herb,,,483,225,31,21.21999931,7.5,9.369999886,122,51,30,2840,782,3.631713629,151,27,2.559999943,66,173,2.059999943,4.900000095,350,100,21.21999931,371328.74,801348.54,4120072,568297,17,GPS,Confident computed pos. within 25 m of true pos.
PEDL005P,1000,1000,1000,,Yes,1860,29.9942149,TRUE,Forest,70,,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,5,,Woody Seedling,Deciduous Woody,1,Mixed,494,335,16,8.449999809,4.5,4.010000229,90,28,9,571,159,3.591194868,48,7,0.870000005,191,61,0.680000007,1.139999986,485,51.34000015,4.338230133,371342.5604,801409.9888,4120493,567765,17,GPS,Confident computed pos. within 25 m of true pos.
PEDL006P,1000,1000,1000,,Yes,1420,29.72904902,TRUE,Forest,80,31,Broad - leaved,Deciduous,10,,Broad - leaved,Deciduous,5,0.1 - 0.2,Woody Seedling,Deciduous Woody,,,542,flat,0,,,,,,,,,,,,,,,,,,,,371339.8604,801404.7004,4120411,567896,17,GPS,Confident computed pos. within 25 m of true pos.
PINN001P,1000,1000,1000,,Yes,1220,37.64064688,TRUE,Forest,75,21,Needle - leaved,Mixed Evergreen,5,,Broad - leaved,Deciduous,80,<<1,Mixed,Perennial Herb,10,Bryophyte,518,50,24,20.94000053,6.300000191,13.07999992,127,30,12,3111,561,5.545454502,73,14,0.680000007,87,170,1.149999976,2.25,502,97.80999756,20.48141479,365743.5996,820306.1992,4091186,406374,17,topo map,Confident computed pos. 25-100m from true pos.
PINN002P,400,400,400,,Yes,7975,22.68707008,TRUE,Forest,85,25,Broad - leaved,Deciduous,40,2.5,Broad - leaved,Deciduous,80,<1,Forb,Perennial Herb,10,Bryophyte,528,75,27,31.56999969,7.300000191,13.76000023,127,34,13,4147,1260,3.291269779,112,10,1.779999971,63,225,1.659999967,3.869999886,499,100,31.56999969,365741.5404,820305.1408,4091122,406400,17,GPS,Confident computed pos. within 25 m of true pos.
