soilOrganic_avg,soilSand_avg,soilSilt_avg,soilClay_avg,soilCoarse_avg,soilPH_avg,exchangeCapacity_avg,baseSaturation_avg,N_avg,S_avg,P_avg,Ca_ppm_avg,Mg_ppm_avg,K_ppm_avg,Na_ppm_avg,percent_Ca_avg,percent_Mg_avg,percent_K_avg,percent_Na_avg,percent_Othr_avg,percent_H_avg,B_ppm_avg,Fe_ppm_avg,Mn_ppm_avg,Cu_ppm_avg,Zn_ppm_avg,Al_ppm_avg,Density_avg,Ca_over_Mg_ppm_avg,OBSERVATION_ID,Author_Observation_Code
4.090000153,,,,,4.5,9.289999962,16.39999962,91,18,27,132,45,,,,,143,28,,,0.200000003,307,12,0.790000021,1.610000014,912,,2.933333397,16345,085-HRWM-0006
3.720000029,,,,,6,5.389999866,100,87,13,8,769,147,,,,,78,28,,,0.209999993,106,61,0.579999983,1.200000048,685,,5.231292725,16346,085-BLAN-0001
7.099999905,,,,,4.400000095,15.34000015,9.670000076,110,24,40,157,47,,,,,64,33,,,0.200000003,356,20,0.449999988,4.860000134,1325,,3.340425491,16347,085-BLAN-0002
2.460000038,,,,,4.300000191,5.78000021,49.93000031,69,15,6,445,47,,,,,54,29,,,0.200000003,309,104,0.819999993,5.010000229,506,,9.468085289,16348,085-JBNF-0029
5.329999924,,,,,3.700000048,15.47000027,10.43000031,102,31,20,197,48,,,,,45,27,,,0.200000003,562,48,0.540000021,6.449999809,679,,4.104166508,16349,085-JBNF-0030
9.43999958,,,,,4.5,16.70999908,9.789999962,122,53,24,192,39,,,,,93,27,,,0.200000003,309,94,0.649999976,1.919999957,1348,,4.923077106,16350,085-JBNF-0031
7.730000019,,,,,4.199999809,12.90999985,11.53999996,114,64,44,166,36,,,,,100,24,,,0.200000003,275,295,0.819999993,2.289999962,1395,,4.611111164,16351,085-JBNF-0032
8.510000229,,,,,3.700000048,20.96999931,10.68999958,118,49,122,313,48,,,,,50,34,,,0.209999993,374,283,0.980000019,2.200000048,895,,6.520833492,16352,085-JBNF-0033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16353,085-JBNF-0034
5.420000076,,,,,4.5,11.63000011,12.27999973,102,14,10,122,50,,,,,120,21,,,0.200000003,236,91,0.790000021,3.269999981,1025,,2.440000057,16354,085-JBNF-0035
5.829999924,,,,,4.300000191,12.72000027,29.37000084,104,34,49,525,86,,,,,107,27,,,0.200000003,338,247,0.689999998,3.279999971,824,,6.104650974,16355,085-JBNF-0036
5.659999847,,,,,4.800000191,10.75,16.43000031,103,17,10,213,46,,,,,73,29,,,0.200000003,184,127,0.589999974,2.25999999,1070,,4.63043499,16356,085-JWNF-0006
4.650000095,,,,,4.699999809,8.649999619,66.54000092,96,17,10,831,162,,,,,52,26,,,0.200000003,347,50,0.819999993,1.470000029,511,,5.129629612,16357,085-JWNF-0007
5.340000153,,,,,4.5,12.86999989,11.27000046,102,19,4,154,41,,,,,76,32,,,0.200000003,279,6,0.600000024,1,1316,,3.756097555,16358,085-JWNF-0008
3.50999999,,,,,4.599999905,7.909999847,17.21999931,85,15,5,150,35,,,,,75,29,,,0.200000003,262,34,0.49000001,0.829999983,988,,4.285714149,16359,085-JWNF-0009
6.690000057,,,,,4,16.88999939,10.75,108,21,51,196,51,,,,,113,27,,,0.200000003,299,45,0.870000005,1.830000043,1499,,3.843137264,16360,085-JWNF-0010
5.329999924,,,,,4.199999809,13.18000031,13.35000038,102,18,31,253,37,,,,,37,21,,,0.200000003,337,7,0.579999983,1.220000029,1159,,6.837837696,16361,085-JWNF-0011
5.389999866,,,,,4.199999809,14.06000042,18.78000069,102,32,5,429,30,,,,,50,28,,,0.200000003,242,2,0.469999999,1.279999971,1435,,14.30000019,16362,085-JWNF-0012
5.989999771,,,,,4.300000191,15.34000015,9.670000076,105,15,4,143,38,,,,,136,24,,,0.200000003,278,23,0.879999995,2.519999981,1320,,3.763157845,16363,085-JWNF-0013
7.190000057,,,,,4.5,13.97999954,18.30999947,111,16,14,293,69,,,,,157,27,,,0.200000003,171,69,0.639999986,2.119999886,1209,,4.246376991,16364,085-JWNF-0014
4.300000191,,,,,4.599999905,6.820000172,57.56999969,93,26,15,506,128,,,,,84,27,,,0.25999999,271,58,2.720000029,2.190000057,749,,3.953125,16365,085-JWNF-0015
4.570000172,,,,,4.400000095,13.42000008,14.89999962,96,24,5,263,43,,,,,60,40,,,0.200000003,231,3,0.620000005,0.779999971,1293,,6.116279125,16366,085-JWNF-0016
4.550000191,,,,,4.599999905,10.71000004,16.12000084,96,13,6,185,61,,,,,66,29,,,0.200000003,195,54,0.340000004,2.519999981,915,,3.032786846,16367,085-JWNF-0017
6.690000057,,,,,3.900000095,12.72999954,10.28999996,108,24,15,165,35,,,,,33,26,,,0.200000003,275,29,0.389999986,1.350000024,802,,4.714285851,16368,085-JWNF-0018
7.619999886,,,,,4.5,17.80999947,8.520000458,113,20,9,146,43,,,,,119,29,,,0.200000003,213,21,0.670000017,2.569999933,1402,,3.395348787,16369,085-JWNF-0019
6.460000038,,,,,4.599999905,10.65999985,15.72000027,107,24,10,182,50,,,,,83,32,,,0.200000003,326,48,0.850000024,1.980000019,947,,3.640000105,16370,085-ABSF-0018P
5.929999828,,,,,4.599999905,8.170000076,19.85000038,105,16,12,207,46,,,,,33,27,,,0.200000003,209,108,0.670000017,1.690000057,970,,4.5,16371,085-CUSF-0033P
5.739999771,,,,,4.5,19.44000053,22.45999908,104,20,131,673,60,,,,,154,24,,,0.200000003,302,127,0.670000017,1.960000038,1470,,11.21666622,16372,085-GDNF-0011
8.210000038,,,,,4.699999809,19.39999962,28.57999992,116,22,16,924,65,,,,,105,25,,,0.200000003,154,436,0.899999976,3.24000001,1571,,14.21538448,16373,085-GDNF-0012
8.430000305,,,,,4.400000095,19.12000084,21.15999985,117,15,5,535,124,,,,,84,27,,,0.200000003,393,102,1,3.319999933,1119,,4.314516068,16374,085-GDNF-0013
8.640000343,,,,,3.799999952,14.35000038,11.93000031,118,21,20,218,40,,,,,64,28,,,0.200000003,172,62,0.379999995,1.200000048,347,,5.449999809,16375,085-GRNF-0018
18.27000046,,,,,4.699999809,18,9.489999771,129,29,21,216,43,,,,,68,21,,,0.200000003,90,168,0.720000029,1.789999962,1799,,5.023255825,16376,085-GRNF-0019
7.5,,,,,4.599999905,18.01000023,23.05999947,112,18,13,611,87,,,,,95,31,,,0.200000003,195,355,0.970000029,2.430000067,1304,,7.022988319,16377,085-GRNF-0020
8.979999542,,,,,6.400000095,16.72999954,100,120,13,11,2558,388,,,,,228,28,,,0.629999995,153,228,1.74000001,1.49000001,671,,6.592783451,16378,085-GRNF-0021
10.46000004,,,,,5.300000191,13.56000042,69.68000031,125,11,5,1469,209,,,,,98,25,,,0.430000007,100,314,1.120000005,2.230000019,1054,,7.028707981,16379,085-JWNF-0020
8.760000229,,,,,4.900000095,11.93999958,14.56000042,119,23,9,208,47,,,,,69,30,,,0.200000003,134,127,0.540000021,1.590000033,1397,,4.425531864,16380,085-JWNF-0021
8.619999886,,,,,4.5,12.73999977,10.35999966,118,29,11,148,37,,,,,65,25,,,0.200000003,116,63,0.75,1.019999981,1584,,4,16381,085-JWNF-0022
7.070000172,,,,,4.699999809,13.72999954,16.81999969,110,33,12,330,40,,,,,78,28,,,0.200000003,103,17,0.660000026,1.669999957,1486,,8.25,16382,085-JWNF-0023
17.39999962,,,,,4.300000191,21.72999954,13.81999969,129,31,17,390,74,,,,,118,30,,,0.200000003,78,105,1.090000033,3.819999933,1765,,5.270270348,16383,085-JWNF-0024
11.98999977,,,,,4.300000191,22.87000084,18.11000061,126,38,20,677,50,,,,,80,30,,,0.200000003,316,15,0.620000005,1.580000043,1492,,13.53999996,16384,085-JWNF-0025
15.25,,,,,4.800000191,17.10000038,18.96999931,128,27,15,468,57,,,,,121,28,,,0.219999999,142,297,1.059999943,2.130000114,1436,,8.210526466,16385,085-JWNF-0026
9.069999695,,,,,4.599999905,14.15999985,10.75,120,30,17,159,43,,,,,101,25,,,0.200000003,182,76,0.629999995,2.519999981,1396,,3.697674513,16386,085-JWNF-0027
4.71999979,,,,,4.5,14.22000027,11.13000011,97,28,18,164,45,,,,,105,28,,,0.200000003,216,92,0.430000007,1.370000005,1218,,3.644444466,16387,085-JWNF-0028
4.809999943,,,,,4.5,11.63000011,12.27999973,98,26,12,174,38,,,,,46,29,,,0.200000003,176,46,0.839999974,1.539999962,1201,,4.578947544,16388,085-JWNF-0029
9.069999695,,,,,4.699999809,10.59000015,15.17000008,120,39,9,214,34,,,,,58,23,,,0.200000003,195,103,1.100000024,2.00999999,1345,,6.294117451,16389,085-JWNF-0030
6.71999979,,,,,5.099999905,8.109999657,49.29999924,109,20,10,546,112,,,,,86,27,,,0.200000003,176,100,0.469999999,2.059999943,1020,,4.875,16390,085-JWNF-0031
8.449999809,,,,,4.699999809,12.10999966,15.76000023,117,31,11,245,45,,,,,68,31,,,0.200000003,104,87,0.800000012,2.289999962,1607,,5.444444656,16391,085-JWNF-0032
4.809999943,,,,,4.5,8.56000042,23.5,98,31,9,304,28,,,,,53,29,,,0.200000003,206,7,0.469999999,1.769999981,1385,,10.85714245,16392,085-JWNF-0033
7.28000021,,,,,5.800000191,12.32999992,100,111,17,11,1859,317,,,,,106,28,,,0.670000017,113,200,1.330000043,1.840000033,733,,5.86435318,16393,085-ROCH-0002
8.93999958,,,,,4.599999905,14.25,11.31000042,120,29,6,168,40,,,,,92,46,,,0.200000003,250,68,0.889999986,3.410000086,1327,,4.199999809,16394,085-JRNF-0069
6.809999943,,,,,4.099999905,18.20999908,10.52999973,109,17,9,211,59,,,,,83,37,,,0.200000003,386,8,0.479999989,1.460000038,1001,,3.576271296,16395,085-JRNF-0070
11.5,,,,,4.300000191,24.12999916,7.239999771,126,27,28,188,41,,,,,131,30,,,0.200000003,259,49,0.649999976,1.120000005,1653,,4.585365772,16396,085-JRNF-0071
14.10000038,,,,,4.5,17.65999985,7.75,127,41,8,154,36,,,,,59,34,,,0.200000003,114,6,0.419999987,3.059999943,2456,,4.277777672,16397,085-JRNF-0072
9.010000229,,,,,3.900000095,27.47999954,5.25,120,19,4,145,35,,,,,117,30,,,0.200000003,429,4,1.460000038,1.909999967,1955,,4.142857075,16398,085-JRNF-0073
7.400000095,,,,,4.800000191,12.27999973,16.92000008,112,30,7,254,53,,,,,80,38,,,0.200000003,131,87,1.059999943,2.430000067,1549,,4.792452812,16399,085-JRNF-0074
5.789999962,,,,,4.5,12.89000034,11.39999962,104,21,11,161,42,,,,,73,29,,,0.200000003,195,51,0.720000029,1.669999957,1306,,3.833333254,16400,085-JRNF-0075
10.63000011,,,,,4.400000095,21.5,12.89000034,125,27,12,375,50,,,,,125,37,,,0.200000003,285,10,0.74000001,2.549999952,1702,,7.5,16401,085-JRNF-0076
8.109999657,,,,,3.799999952,23.81999969,6.039999962,116,37,11,166,42,,,,,48,32,,,0.200000003,460,3,0.620000005,1.600000024,1639,,3.952380896,16402,085-JRNF-0077
12.03999996,,,,,4.199999809,15.81000042,12.35999966,126,34,4,266,42,,,,,55,31,,,0.200000003,82,20,1.090000033,1.690000057,1903,,6.333333492,16403,085-JRNF-0078
8.890000343,,,,,4.199999809,23.90999985,6.389999866,119,22,7,181,36,,,,,76,30,,,0.200000003,308,59,0.730000019,1.49000001,1614,,5.027777672,16404,085-JRNF-0079
10.85000038,,,,,4.099999905,22.45000076,5.730000019,125,36,9,134,38,,,,,59,33,,,0.200000003,335,54,0.720000029,1.710000038,1530,,3.526315689,16405,085-JRNF-0080
13.01000023,,,,,4.099999905,24.85000038,5.03000021,127,22,6,128,39,,,,,55,32,,,0.200000003,391,9,0.939999998,1.299999952,1517,,3.282051325,16406,085-JRNF-0081
11.32999992,,,,,4.800000191,15.82999992,20.15999985,126,15,13,475,61,,,,,80,24,,,0.209999993,116,126,1.120000005,2.579999924,1423,,7.786885262,16407,085-JRNF-0082
1.059999943,,,,,5.400000095,1.769999981,100,41,17,12,226,51,,,,,34,29,,,0.200000003,215,21,1.090000033,2.619999886,252,,4.431372643,16408,085-STAF-0002
0.649999976,,,,,5.199999809,1.870000005,100,26,15,14,262,43,,,,,18,35,,,0.200000003,289,101,0.579999983,1.429999948,190,,6.0930233,16409,085-FAUQ-0001
2.019999981,,,,,6.099999905,4.079999924,100,60,13,15,565,121,,,,,41,32,,,0.680000007,302,103,1.529999971,2.00999999,413,,4.669421673,16410,085-PHWM-0013
5.539999962,,,,,4.400000095,12.03999996,25.37999916,103,24,12,486,45,,,,,46,30,,,0.200000003,374,4,0.610000014,1.220000029,1128,,10.80000019,16411,085-HANO-0010
3.00999999,,,,,3.900000095,5.150000095,20.15999985,80,10,7,119,33,,,,,25,25,,,0.200000003,241,1,0.300000012,0.50999999,448,,3.606060505,16412,085-HANO-0011
5.679999828,,,,,4.400000095,11.89000034,14.19999981,103,29,16,224,42,,,,,36,30,,,0.360000014,185,119,0.860000014,2.420000076,1157,,5.333333492,16413,085-ROAN-0003
6.519999981,,,,,4.699999809,11.30000019,20.5,108,23,7,360,37,,,,,42,23,,,0.280000001,188,35,0.49000001,4.96999979,1381,,9.729729652,16414,085-ROAN-0004
8.829999924,,,,,5.400000095,11.89000034,44.93000031,119,20,16,627,183,,,,,209,33,,,0.370000005,152,342,1.129999995,5.159999847,1242,,3.426229477,16415,085-ROAN-0005
5.570000172,,,,,4.5,10.39000034,13.52999973,103,31,19,174,37,,,,,50,24,,,0.340000004,353,100,0.620000005,1.320000052,1257,,4.702702522,16416,085-ROAN-0006
5.579999924,,,,,4.800000191,14.26000023,28.45999908,103,16,9,524,113,,,,,141,32,,,0.209999993,286,40,0.75,3.880000114,1028,,4.637167931,16417,085-ROAN-0007
5.610000134,,,,,4.300000191,15.57999992,11.06999969,103,26,4,187,48,,,,,104,29,,,0.200000003,290,7,0.639999986,1.669999957,1494,,3.895833254,16418,085-ROAN-0008
5.409999847,,,,,5.300000191,10.88000011,51.00999832,102,17,5,630,243,,,,,89,33,,,0.200000003,141,96,0.970000029,1.25,1167,,2.592592478,16419,085-ROAN-0009
2.24000001,,,,,5.099999905,4.670000076,90.19000244,65,11,4,552,140,,,,,76,21,,,0.200000003,258,71,1.679999948,2.180000067,732,,3.942857027,16420,085-JNNF-0007
5.090000153,,,,,4.199999809,16.22999954,7.119999886,100,18,5,127,34,,,,,58,21,,,0.200000003,289,30,0.910000026,1.059999943,1226,,3.735294104,16421,085-JNNF-0008
5.570000172,,,,,5.199999809,9.159999847,68.41000366,103,15,14,983,111,,,,,128,23,,,0.280000001,225,265,0.670000017,3.150000095,811,,8.855855942,16422,085-JNNF-0009
3.160000086,,,,,4.300000191,7.789999962,15.93999958,82,16,2,150,35,,,,,41,23,,,0.200000003,301,12,0.430000007,1.019999981,1006,,4.285714149,16423,085-JNNF-0010
9.409999847,,,,,6.5,16.45000076,100,122,16,16,2725,252,,,,,231,30,,,0.810000002,107,436,1.399999976,7.820000172,741,,10.81349182,16424,085-JNNF-0011
1.460000038,,,,,4.199999809,2.940000057,42.99000168,49,8,6,163,33,,,,,23,26,,,0.200000003,73,15,0.289999992,0.819999993,176,,4.939393997,16425,085-JNNF-0012
4.300000191,,,,,4.300000191,13.84000015,8.680000305,93,25,3,132,31,,,,,56,32,,,0.200000003,239,5,0.839999974,1.120000005,1228,,4.258064747,16426,085-JNNF-0013
5.71999979,,,,,4,18.75,6.610000134,104,20,5,140,35,,,,,46,31,,,0.200000003,377,8,0.850000024,1.649999976,1083,,4,16427,085-JNNF-0014
51.59000015,,,,,4.099999905,29.12999916,10.61999989,130,31,85,485,54,,,,,39,28,,,0.230000004,344,18,2.970000029,3.819999933,1220,,8.981481552,16428,085-NELS-0002
11.35000038,,,,,4.699999809,15.42000008,10.14000034,126,41,6,179,40,,,,,72,34,,,0.200000003,164,2,0.360000014,1.350000024,1423,,4.474999905,16429,085-NELS-0003
11.67000008,,,,,4.5,17.78000069,8.369999886,126,34,6,178,37,,,,,68,27,,,0.219999999,257,2,0.270000011,1.320000052,1338,,4.810811043,16430,085-NELS-0004
6.5,,,,,5.099999905,11.59000015,22.47999954,108,18,26,355,64,,,,,75,25,,,0.200000003,172,21,0.289999992,2.230000019,1177,,5.546875,16431,085-NELS-0005
7.610000134,,,,,3.900000095,15.46000004,10.38000011,113,15,5,199,41,,,,,49,33,,,0.200000003,490,11,0.360000014,3.680000067,473,,4.853658676,16432,085-GWNF-0021
40.02000046,,,,,4.099999905,28.04999924,24.54999924,130,66,110,1057,114,,,,,193,35,,,0.300000012,376,72,1.360000014,8.100000381,1021,,9.271929741,16433,085-GWNF-0022
5.46999979,,,,,4.5,10.25,12.35000038,102,21,3,129,38,,,,,77,25,,,0.200000003,287,71,0.720000029,1.50999999,1103,,3.394736767,16434,085-GDNF-0014
2.890000105,,,,,4.800000191,6.550000191,37.22000122,78,25,7,333,60,,,,,59,27,,,0.200000003,264,11,0.699999988,1.169999957,884,,5.550000191,16435,085-CARO-0002
5.909999847,,,,,4.599999905,9.56000042,31.51000023,105,24,42,428,66,,,,,60,39,,,0.209999993,283,9,0.769999981,1.399999976,964,,6.484848499,16436,085-SPOT-0003
5.619999886,,,,,4.300000191,14.51000023,12.89999962,103,24,45,222,59,,,,,53,31,,,0.200000003,207,12,0.819999993,1.49000001,1245,,3.762711763,16437,085-GRAF-0204
9.470000267,,,,,4.300000191,16.44000053,8.31000042,122,109,90,141,39,,,,,74,33,,,0.200000003,59,1,0.939999998,0.860000014,2034,,3.615384579,16438,085-GRAF-0205
39.81999969,,,,,4,31.73999977,6.460000038,130,71,50,231,51,,,,,95,53,,,0.200000003,139,1,0.589999974,1.129999995,1859,,4.529411793,16439,085-GRAF-0206
13.47000027,,,,,3.700000048,20.64999962,3.410000086,127,48,68,24,38,,,,,50,32,,,0.200000003,104,3,0.910000026,0.970000029,1524,,0.631578922,16440,085-YORK-0006
0.219999999,,,,,6.400000095,1.230000019,100,9,5,6,117,58,,,,,19,25,,,0.200000003,106,8,0.209999993,1.279999971,84,,2.017241478,16441,085-FCSP-0014
0.389999986,,,,,5.5,1,100,16,8,4,118,32,,,,,11,26,,,0.200000003,79,2,0.270000011,0.400000006,125,,3.6875,16442,085-FCSP-0015
0.219999999,,,,,6.699999809,1.570000052,100,9,8,4,176,53,,,,,16,47,,,0.200000003,81,4,0.25999999,0.99000001,87,,3.320754766,16443,085-FCSP-0016
0.319999993,,,,,5.900000095,0.75999999,100,13,5,7,80,30,,,,,10,19,,,0.200000003,56,2,0.25,0.649999976,110,,2.666666746,16444,085-FCSP-0017
0.330000013,,,,,5.699999809,0.860000014,100,13,7,6,103,25,,,,,10,26,,,0.200000003,70,2,0.300000012,0.49000001,127,,4.119999886,16445,085-FCSP-0018
1.25,,,,,4.599999905,1.289999962,100,45,8,7,146,43,,,,,21,34,,,0.200000003,89,2,0.310000002,0.400000006,69,,3.395348787,16446,085-FCSP-0019
0.600000024,,,,,5.300000191,1.00999999,100,24,8,7,119,32,,,,,12,26,,,0.200000003,93,2,0.219999999,0.400000006,116,,3.71875,16447,085-FCSP-0020
1.470000029,,,,,5.400000095,1.860000014,100,49,13,8,247,46,,,,,14,48,,,0.200000003,140,5,0.25,1.120000005,117,,5.36956501,16448,085-FCSP-0021
0.899999976,,,,,4.599999905,1.100000024,100,36,7,4,134,33,,,,,18,26,,,0.200000003,83,2,0.439999998,0.400000006,76,,4.060606003,16449,085-FCSP-0022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16450,085-FCSP-0023
0.310000002,,,,,5.599999905,0.819999993,100,12,5,5,97,27,,,,,9,19,,,0.200000003,55,1,0.319999993,0.400000006,121,,3.592592478,16451,085-FCSP-0024
0.529999971,,,,,5.300000191,0.910000026,100,21,6,6,110,29,,,,,11,21,,,0.200000003,113,1,0.389999986,0.479999989,110,,3.793103456,16452,085-FCSP-0025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16453,085-FCSP-0026
2.130000114,,,,,4.900000095,1.850000024,100,63,16,17,162,80,,,,,31,68,,,0.200000003,222,2,1.879999995,3.769999981,286,,2.025000095,16454,085-FCSP-0027
1.230000019,,,,,4.699999809,1.409999967,100,45,12,15,163,48,,,,,15,36,,,0.200000003,111,2,0.689999998,0.949999988,186,,3.395833254,16455,085-FCSP-0028
1.450000048,,,,,4,2.789999962,39.93000031,49,10,5,112,38,,,,,30,37,,,0.200000003,90,1,0.289999992,0.610000014,86,,2.947368383,16456,085-FCSP-0029
0.519999981,,,,,5.5,1.129999995,100,21,8,5,120,39,,,,,14,38,,,0.200000003,81,1,0.280000001,0.620000005,123,,3.076923132,16457,085-FCSP-0030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16458,085-GWNF-0023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16459,085-LOUD-0019
3.420000076,,,,,4.900000095,9.659999847,32.22000122,84,14,56,462,57,,,,,97,18,,,0.280000001,131,168,1.110000014,4.570000172,1022,,8.105262756,16460,085-SUSS-0003
4.179999828,,,,,4.599999905,12.61999989,9.510000229,92,21,64,146,29,,,,,62,17,,,0.200000003,291,42,0.970000029,0.589999974,1313,,5.034482956,16461,085-CHUB-0004
1.889999986,,,,,4.900000095,4.760000229,90.37999725,58,8,12,647,106,,,,,43,18,,,0.200000003,229,37,1.590000033,2.829999924,450,,6.103773594,16462,085-ALBE-0010
7.510000229,,,,,5.900000095,15.10999966,96.97000122,113,11,18,2519,210,,,,,92,16,,,0.769999981,275,94,3.480000019,8.159999847,570,,11.9952383,16463,085-BESP-0003
8.619999886,,,,,5.300000191,14.75,63.86000061,118,10,17,1352,233,,,,,252,17,,,0.5,129,121,0.910000026,2.690000057,755,,5.802575111,16464,085-BESP-0004
5.980000019,,,,,5.699999809,10.93999958,100,105,12,44,2049,51,,,,,74,19,,,0.560000002,461,7,0.99000001,4.099999905,499,,40.17647171,16465,085-CROW-0010
3.49000001,,,,,5.300000191,9.520000458,31.21999931,85,19,56,415,43,,,,,80,77,,,0.310000002,319,40,1.159999967,1.210000038,848,,9.651163101,16466,085-SPOT-0004
3.799999952,,,,,4.5,16.73999977,24.5,88,17,83,544,120,,,,,118,18,,,0.310000002,643,29,0.709999979,4.320000172,911,,4.533333302,16467,085-PEWM-0002
4.139999866,,,,,5.199999809,7.630000114,46.11000061,91,11,39,520,68,,,,,112,15,,,0.209999993,231,30,0.360000014,2.460000038,661,,7.647058964,16468,085-PEWM-0003
3.029999971,,,,,4.900000095,6.46999979,55.27000046,80,12,3,517,104,,,,,23,16,,,0.200000003,190,5,0.460000008,0.460000008,797,,4.971153736,16469,085-ROCH-0003
10.15999985,,,,,7.5,19.70000076,100,125,13,9,2429,873,,,,,79,18,,,1.450000048,66,214,1.320000052,5.900000095,377,,2.7823596,16470,085-ROCH-0004
13.15999985,,,,,5.099999905,23.53000069,56.63999939,127,17,36,1931,357,,,,,246,15,,,0.529999971,204,43,1.019999981,2.859999895,1186,,5.40896368,16471,085-CLWM-0004
7.869999886,,,,,6.099999905,14.59000015,100,114,11,17,2447,191,,,,,269,17,,,0.639999986,133,47,1.019999981,0.939999998,635,,12.81151867,16472,085-CLWM-0005
7.980000019,,,,,6.5,19.04000092,100,115,11,12,3411,174,,,,,185,15,,,0.660000026,170,125,1.769999981,1.940000057,667,,19.60344887,16473,085-RUSS-0006
13.48999977,,,,,7.400000095,25.20000076,100,127,17,11,3944,528,,,,,394,16,,,2.190000057,99,428,3.480000019,6.71999979,631,,7.469696999,16474,085-RUSS-0007
10.68999958,,,,,6.900000095,29.12000084,100,125,11,25,5318,242,,,,,177,14,,,1.169999957,146,148,1,2.410000086,286,,21.97520638,16475,085-SCOT-0001
6.809999943,,,,,5.699999809,18.95999908,71.88999939,109,10,22,2427,149,,,,,74,15,,,0.550000012,214,69,1.399999976,1.850000024,817,,16.28859138,16476,085-REDR-0001
5.570000172,,,,,4.699999809,23.06999969,13.53999996,103,16,10,512,39,,,,,68,15,,,0.300000012,267,50,0.899999976,1.090000033,1364,,13.1282053,16477,085-WISE-0001
6.510000229,,,,,5.900000095,17.35000038,83.31999969,108,12,8,2534,141,,,,,213,14,,,0.610000014,147,292,1.450000048,2.839999914,871,,17.971632,16478,085-WISE-0002
5.239999771,,,,,5,21.55999947,30.07999992,101,12,7,1167,43,,,,,85,17,,,0.319999993,123,124,0.560000002,1.059999943,1055,,27.139534,16479,085-WISE-0003
13.64999962,,,,,6.099999905,27.40999985,89.44000244,127,13,11,4486,180,,,,,204,14,,,0.819999993,98,199,1.159999967,4.139999866,656,,24.92222214,16480,085-WISE-0004
4.650000095,,,,,6.099999905,13.98999977,79.30999756,96,9,17,1856,134,,,,,248,14,,,0.469999999,121,62,0.879999995,0.660000026,840,,13.85074615,16481,085-JCNF-0023
6.820000172,,,,,5.300000191,16.65999985,53.38999939,109,9,7,1312,199,,,,,240,15,,,0.49000001,154,239,0.959999979,1.75999999,896,,6.592964649,16482,085-JCNF-0024
11.85999966,,,,,6.400000095,21.82999992,100,126,19,16,3322,561,,,,,185,17,,,1.75,134,220,3.170000076,7.150000095,524,,5.921568394,16483,085-NUSP-0001
8.779999733,,,,,4.900000095,13.84000015,8.680000305,119,21,21,140,28,,,,,82,13,,,0.200000003,90,71,0.720000029,1.720000029,1805,,5,16484,085-JCNF-0025
9.739999771,,,,,3.799999952,23.29000092,3.900000095,124,24,11,108,20,,,,,53,16,,,0.200000003,379,9,0.430000007,1.169999957,1675,,5.400000095,16485,085-JCNF-0026
8.170000076,,,,,5.800000191,13.46000004,78.5,116,11,10,1510,302,,,,,169,16,,,0.519999981,183,156,1.279999971,2.880000114,660,,5,16486,085-JCNF-0027
14.11999989,,,,,5.900000095,20.86000061,97.80000305,127,17,53,3756,140,,,,,153,15,,,1.570000052,112,110,1.620000005,13.38000011,244,,26.82857132,16487,085-GWNF-0024
10.13000011,,,,,5.199999809,20.45999908,50.13999939,125,12,19,1571,229,,,,,165,17,,,0.529999971,136,384,1.600000024,7.679999828,1006,,6.860261917,16488,085-GWNF-0025
7.630000114,,,,,5.699999809,17.51000023,76.51999664,113,12,24,2331,168,,,,,101,20,,,0.540000021,176,191,2.140000105,8.119999886,590,,13.875,16489,085-GWNF-0026
4.710000038,,,,,4.199999809,12.56999969,9.149999619,97,20,17,128,31,,,,,62,22,,,0.270000011,562,12,0.550000012,1.360000014,759,,4.129032135,16490,085-HANO-0012
2.789999962,,,,,4.800000191,11.56999969,11.81999969,76,16,36,186,28,,,,,51,18,,,0.200000003,98,29,0.479999989,0.560000002,1013,,6.642857075,16491,085-HANO-0013
5.730000019,,,,,4.5,12.52999973,8.859999657,104,16,21,127,31,,,,,53,19,,,0.200000003,195,10,0.5,1.24000001,836,,4.096774101,16492,085-HANO-0014
13.06999969,,,,,5.900000095,12.09000015,100,127,11,14,2244,76,,,,,63,17,,,0.75,113,63,0.689999998,5.25,161,,29.52631569,16493,085-HIWM-0005
5.96999979,,,,,5.199999809,16.38999939,74.91000366,105,15,230,2123,138,,,,,174,16,,,0.730000019,277,117,1.25999999,14.61999989,964,,15.384058,16494,085-GWNF-0027
10.68999958,,,,,4.599999905,18.38999939,24.64999962,125,19,70,742,48,,,,,132,19,,,0.230000004,143,324,1.379999995,4.329999924,1664,,15.45833302,16495,085-GWNF-0028
3.140000105,,,,,4.900000095,13.32999992,32.59999847,81,12,24,684,60,,,,,133,19,,,0.200000003,165,99,0.879999995,0.889999986,715,,11.39999962,16496,085-HIWM-0006
5.070000172,,,,,5.699999809,13.78999996,70.18000031,100,10,9,1777,50,,,,,123,15,,,0.300000012,116,168,0.819999993,1.139999986,817,,35.54000092,16501,085-HIWM-0007
